charismanews.com,bias,,,
chaser.com.au,satire,,,
checkoutthehealthyworld.com,junksci,clickbait,,
chicksontheright.com,clickbait,bias,,
christianfightback.com,hate,bias,,
christianpost.com,reliable,political,,
christiantimesnewspaper.com,rumor,bias,fake,
christwire.org,satire,,,
chronicle.su,satire, ,,
chroniclesmagazine.org,political,,,
citizensunited.org,bias,,,
city-journal.org,political,,,
cityworldnews.com,fake,,,
civictribune.com,fake,,,
clashdaily.com,fake,conspiracy,bias,
clickhole.com,satire,,,
cnnews3.com,fake,,,
cnnnext.com,unreliable,,,
CNSNews.com,unreliable,bias,,
coasttocoastam.com,unreliable,,,
coed.com,fake,unreliable,,
collective-evolution.com,junksci,,,
collectivelyconscious.net,junksci,conspiracy,,
ComingDepression.com,unknown,,,
commentarymagazine.com,political,,,
commondreams.org,political,clickbait,,
concisepolitics.com,conspiracy,hate,,
consciouslifenews.com,junksci, ,,
conservapedia.com,bias, , ,
conservativebyte.com,fake,bias,,
conservativedailypost.com,fake,unreliable,,
conservativefighters.com,fake,,,
conservativefiringline.com,bias,conspiracy,clickbait,
conservativeflashnews.com,fake,,,
conservativefrontline.com,unknown,,,
conservativeheadlines.com,unknown,,,
conservativehq.com,bias,,,
conservativeinfidel.com,fake,conspiracy,,
conservativeoutfitters.com,unreliable,clickbait,,
conservativepapers.com,bias,,,
conservativerefocus.com,conspiracy,,,
conservativereview.com,political,,,
conservativespirit.com,bias,fake,,
conservativestate.com,bias,,,
conservativetribune.com,bias,conspiracy,unreliable,
consortiumnews.com,reliable,,,
conspiracyplanet.com,conspiracy,,,
conspiracywire.com,conspiracy,,,
corbettreport.com,conspiracy,bias,,
corbettreport.com,conspiracy,,,
countdowntozerotime.com,conspiracy, ,,
countercurrentnews.com,bias,,,
countercurrents.org,political,unreliable,,
counterinformation.wordpress.com,political,,,
counterjihad.com,bias,,,
counterpsyops.com,conspiracy,,,
counterpunch.com,political,,,
counterpunch.org,political,,,
cowgernation.com,bias,conspiracy,,
creambmp.com,satire,fake,,
creativitymovement.net/category/news/,hate,,,
cryptogon.com,conspiracy,unreliable,,
crystalair.com,satire,,,
dailybuzzlive.com,fake,,,
dailycaller.com,political,clickbait,bias,
dailycurrant.com,satire,,,
dailydiscord.com,satire,,,
dailyheadlines.com,fake, ,,
dailyheadlines.net,fake, ,,
dailyinfobox.com,fake,,,
dailyken.com,hate,,,
dailykos.com,political,clickbait, ,
dailyleak.org,satire,fake,,
dailynews10.com,fake,,,
dailynews5.com,fake,,,
dailynewsbin.com,bias,clickbait,,
dailynewspolitic.com,unknown,,,
dailynewsposts.info,fake,,,
dailyoccupation.com,conspiracy,bias,,
dailypolitics.info,unknown,,,
dailypoliticsusa.com,bias,,,
dailysignal.com,bias,,,
dailysnark.com,satire,,,
dailysquib.co.uk,satire,,,
dailystormer.com,hate,conspiracy,bias,
dailysurge.com,fake,,,
dailytelegraph.com.au,bias,rumor,,
dailyusaupdate.com,fake,,,
dailywire.com,bias,,,
damnleaks.com,fake,,,
dandygoat.com,satire,,,
darkmoon.me,hate,bias,,
darkpolitricks.com,bias,conspiracy,,
dataasylum.com,conspiracy,junksci,,
DaveJanda.com,unreliable,,,
davidduke.com,hate,,,
davidstockmanscontracorner.com,political,,,
davidwolfe.com,conspiracy,,,
dcclothesline.com,conspiracy,junksci,,
dcgazette.com,fake,,,
dcleaks.com,unreliable,,,
ddemocraticunderground.com,fake,,,
DeadLineLive.info,political,conspiracy,,
DeadlyClear.wordpress.com,bias,fake,,
debunkingskeptics.com,bias,conspiracy,,
defenddemocracy.press,bias,political,,
delectabledietofpics.net,unknown,,,N
dennismichaellynch.com,political,,,
denverguardian.com,fake,,,
departed.co,fake,,,
departedmedia.com,fake,,,
der-postillon.com,satire,,,
derfmagazine.com,satire,,,
dineal.com,junksci,,,
disclose.tv,satire,conspiracy,,
disclosuremedia.net,conspiracy,,,
dissentmagazine.org,political,,,
diversitychronicle.wordpress.com,satire,,,
DIYhours.net,fake,,,
DollarVigilante.com,bias,,,
donaldtrumpnews.co,fake,,,
DonaldTrumpPotus45.com,fake,,,
Dont-Tread-On.Me,conspiracy,,,
downtrend.com,fake,satire,,
DProgram.net,unknown,,,N
drrichswier.com,hate,bias,,
drudgereport.com,political,bias,,
drudgereport.com.co,fake,,,
duffleblog.com,satire,,,
duhprogressive.com,satire,,,
Dutchsinse.com,conspiracy,,,
EagleRising.com,bias,clickbait,,
EbolaHoax.com,conspiracy,,,N
economicnoise.com,political,unreliable,,
ecowatch.com,political,,,
educate-yourself.org,conspiracy,junksci,,
educateinspirechange.org/health,clickbait,junksci,,
electionnightgatekeepers.com,conspiracy,unreliable,,
elelephantintheroom.blogspot.com,bias,,,
elitereaders.com,clickbait,,,
elkoshary.com,satire,,,
elmundotoday.com,satire,,,
embols.com,fake,,,
Empirehearland.com,fake,,,
empireherald.com,fake,satire,,
empirenews.net,fake,satire,,
empirenews.net,fake,,,
empiresports.co,satire,,,
empiresports.co,satire,,,
Emptywheel.net,political,,,
en-vovle.com,fake,,,
enabon.com,fake,,,
endingthefed.com,bias, ,,
endoftheamericandream.com,conspiracy,fake,political,
endtime.com,bias,clickbait,political,
enduringvision.com,fake,,,
english.ruvr.ru,unknown,,,
enhlive.com,fake,,,
EUTimes.net,hate,conspiracy,,
eutopia.buzz,fake,satire,conspiracy,
everydayworldnews.com,unknown,,,
everythingnewdaily.com,unknown,,,
ewao.com,junksci,,,
ExperimentalVaccines.org,junksci,conspiracy,,
Expose1933.com,conspiracy,hate,,
express.co.uk,rumor,,,
extraclubmagazine.com,bias,clickbait,fake,
eyeopening.info,conspiracy,junksci,,
fakingnews.com,fake,satire,,
familysecuritymatters.org,conspiracy,bias,,
fantasticword.com,unknown,,,N
FarmWars.info,fake,conspiracy,,
federalistpress.com,bias,,,
fedsalert.com,fake,,,
fellowshipoftheminds.com,conspiracy,junksci,,
filmsforaction.org,political,,,
FinancialSurvivalNetwork.com,unreliable,bias,,
firearmscoalition.org,bias, ,,
flashnewscorner.com,fake,,,
floridasunpost.com,fake,satire,,
flyheight.com,unknown,,,
fmobserver.com,satire,,,
fognews.ru,satire,,,
foodbabe.com,junksci,,,
foreignpolicyjournal.com,political,,,
fort-russ.com,unknown,,,N
fourwinds10.net,conspiracy,junksci,,
fprnradio.com,conspiracy,fake,,
freakoutnation.com,bias,,,
FreeBeacon.com,bias,,,
freedomdaily.com,fake,,,
FreedomForceInternational.com,conspiracy,,,
freedomoutpost.com,conspiracy,bias, ,
FreedomsPhoenix.com,bias,conspiracy,,
freedomworks.org,political,,,
freedomworldnews.com,bias,unreliable,,
freepatriot.org,satire,,,
freewoodpost.com,satire,,,
freshdailyreport.com,fake,,,
fridaymash.com,satire,,,
fromthetrenchesworldreport.com,conspiracy,junksci,bias,
frontpagemag.com,bias,hate,,
fusion.net,political,reliable,,
gaia.com,conspiracy,junksci,,
galacticconnection.com,junksci,,,
gangstergovernment.com,conspiracy,bias,,
gatesofvienna.net,hate,conspiracy,,
geoengineeringwatch.org,junksci,conspiracy,,
geopolmonitor.com,political,,,
givemeliberity01.com,fake,,,
glaringhypocrisy.com,hate,conspiracy,,
GlobalEconomicAnalysis.com,unknown,,,N
globalpoliticsnow.com,fake,,,
globalresearch.ca,conspiracy,,,
glossynews.com,satire,,,
godlikeproductions.com,conspiracy,,,
gomerblog.com,satire,,,
goneleft.com,fake,,,
GonzaloLira.Blogspot.com,unknown,,,
gopthedailydose.com,fake,conspiracy,bias,
govtslaves.info,conspiracy,,,
greanvillepost.com,conspiracy,,,
GreenMedInfo.com,junksci,,,
guardianlv.com,political,,,
guccifer2.wordpress.com,unreliable,,,
gulagbound.com,bias, ,,
gummypost.com,fake,,,
hangthebankers.com,conspiracy, ,,
healthimpactnews.com,junksci,bias,,
healthnutnews.com,junksci,,,
healthy-holistic-living.com,junksci,clickbait,,
healthycareandbeauty.com,fake,unreliable,,
healthyworldhouse.com,fake,,,
heartland.org,bias,,,
heatst.com,clickbait,bias,,
henrymakow.com,conspiracy, ,,
heresyblog.net,bias,conspiracy,rumor,
heritage.org,political,,,
holyobserver.com,satire,,,
horowitzfreedomcenter.org,bias,,,
humansarefree.com,conspiracy,,,
humortimes.com,satire,,,
huzlers.com,satire,,,
icr.org,junksci,,,
ifyouonlynews.com,unreliable,satire,,
igrewupinusa.info,unknown,,,N
ihavethetruth.com,bias,clickbait,fake,
ihr.org,hate,,,
ijr.com,political,bias,unreliable,
illuminati-news.com,conspiracy,,,
ilovemyfreedom.org,bias,clickbait,,
immediatesafety.org,fake,,,
in5d.com,junksci,,,
indiaarising.com,clickbait,unreliable,,
infiniteunknown.net,conspiracy,,,
informationclearinghouse.info,conspiracy,unreliable,,
informetoday.com,bias,unreliable,,
infostormer.com,fake,hate,conspiracy,
infowars.com,conspiracy,,,
instaworldnews.com,bias,,,
intellihub.com,conspiracy,unreliable,,
interestingdailynews.com,fake,,,
intrendtoday.com,fake,clickbait,,
intrepidreport.com,bias,,,
investmentresearchdynamics.com,conspiracy,,,
investmentwatchblog.com,bias,fake,,
ironictimes.com,satire,,,
islamicanews.com,satire,,,
itaglive.com,fake,,,
ITCCS.org,conspiracy,,,
ItMakesSenseBlog.com,fake,,,
iwanttoexplore.com,fake,,,
jackpineradicals.com,political,,,
jacobinmag.com,political,,,
jamesrgrangerjr.com,bias,,,
jesus-is-savior.com,conspiracy,,,
jewsnews.co.il,unreliable,bias,fake,
jihadwatch.org,conspiracy,hate,,
johnnyrobish.com,satire,,,
jonesreport.com,conspiracy,,,
journal-neo.org,bias,,,
judicialwatch.org,political,,,
katehon.com,bias,,,
katehon.org,unknown,,,
kauilapele.wordpress.com,unknown,,,
kingworldnews.com,unknown,,,
KMT11.com,fake,,,
knowledgeoftoday.org,conspiracy,,,
konkonsagh.biz,fake,,,
krbcnews.com,fake,,,
ky12news.com,fake,,,
ladylibertynews.com,fake,,,
landoverbaptist.org,satire,,,
lastdeplorables.com,fake,,,
learnprogress.org,fake,bias,,
legorafi.fr,unknown,,,
lewrockwell.com,bias,unreliable,political,
liberalamerica.org,clickbait,bias,,
liberalbias.com,satire,,,
liberaldarkness.com,satire,fake,,
liberalplug.com,fake,,,
libertyalliance.com,fake,,,
libertyblitzkrieg.com,bias,,,
libertyfederation.com,hate,,,
libertymovementradio.com,conspiracy,,,
libertynews.com,unreliable,bias,,
libertytalk.fm,conspiracy,,,
libertyunyielding.com,bias,,,
libertyvideos.org,conspiracy,,,
libertywritersnews.com,clickbait,bias,unreliable,
lifeandabout.com,bias,,,
lifenews.com,bias,clickbait,,
lifeprevention.com,junksci,,,
lifesitenews.com,clickbait,bias,,
lifezette.com,clickbait,,,
lightlybraisedturnip.com,unknown,,,
liveactionnews.org,bias,,,
livefreelivenatural.com,unknown,,,N
livevote.com,clickbait,,,
loanpride.com,rumor,clickbait,,
local31news.com,fake,,,
lovethispic.com,clickbait,junksci,,
lushforlife.com,satire,,,
Mad-Yet.blogspot.com,unreliable,,,
madpatriots.com,unreliable,clickbait,,
madworldnews.com,fake,,,
madworldnews.com,unreliable,hate,,
madworldnews.com,unreliable,clickbait,,
magafeed.com,rumor,bias,fake,
maganews.co,fake,,,
majorthoughts.com,fake,,,
makeamericagreattoday.com,bias,fake,,
meanlefthook.com,bias,clickbait,,
mediamass.net,fake,,,
mediazone.news,rumor,unreliable,,
megafreshnews.com,rumor,,,
megynkelly.us,fake,,,
mentor2day.com,fake,,,
metropolitanworlds.com,fake,,,
militianews.com,conspiracy,bias,hate,
mintpressnews.com,political,,,
molonlabemedia.com,bias,conspiracy,,
moonofalabama.org,bias,,,
morningledger.com,unreliable,conspiracy,,
morningnewsusa.com,unreliable,,,
mpidailymagazine.com,fake,bias,,
mrc.org,political,bias,,
mrconservative.com,fake,satire,,
msnbc.website,fake,,,
mydailyrelaxation.com,unknown,,,N
myfreshnews.com,fake,bias,,
myzonetoday.com,fake,bias,,
nahadaily.com,satire,,,
nakedcapitalism.com,political,,,
nasamoonhoax.com,conspiracy,,,
nationalreport.net,satire,fake,,
nationalreview.com,political,,,
NationalUFOCenter.com,conspiracy,,,
nationalvanguard.org,hate,,,
nationindistress.weebly.com,conspiracy,,,
nationonenews.com,fake,conspiracy,,
naturalblaze.com,junksci,conspiracy,,
naturalnews.com,junksci,conspiracy,,
naturalnewsblogs.com,junksci,,,
nbc.com.co,fake,,,
nbcpolitics.org,unknown,,,N
nbcpoll.com,unknown,,,N
ncscooper.com,satire,,,
neonnettle.com,conspiracy,fake,bias,
nephef.com,fake,,,
nevo.news,unreliable,bias,,
newcenturytimes.com,unreliable,bias,,
newcoldwar.org,political,,,
newpoliticstoday.com,fake,,,
news-hound.com,unknown,,,N
news-hound.org,unknown,,,N
news4ktla.com,fake,satire,,
newsbbc.net,fake,,,
newsbiscuit.com,satire,,,
newsbreakers.org,satire,,,
newsbreakshere.com,fake,,,
NewsBuster.com,unknown,,,
newsbysquad.com,fake,,,
newscenterusa.com,unknown,,,
newscorpse.com,political, , ,
newsdaily12.com,fake,,,
newsexaminer.net,fake,satire, ,
newsfrompolitics.com,fake,,,
newsleak.co,fake,,,
newslo.com,fake,,,
newslogue.com,bias,fake,,
newsmagazine.com,fake,,,
Newsmax.com,unreliable,bias,,
newsmutiny.com,satire,fake,,
newsninja2012.com,bias, ,,
newsopening.com,unknown,,,N
newstarget.com,conspiracy,,,
newsthump.com,satire,,,
newstoad.net,satire,,,
newswatch28.com,fake,,,
newswatch33.com,fake,,,
newswire-24.com,rumor,unreliable,,
newswithviews.com,fake,conspiracy,,
newyorker.com/humor,satire,,,
nodisinfo.com,conspiracy,unreliable,,
NoMoreFakeNews.com,conspiracy,,,
nonaiswa.org/wordpress,unknown,,,
northcrane.com,unreliable,,,
notallowedto.com,clickbait,fake,,
NoTime4Bull.com,unknown,,,
now8news.com,fake,,,
nowtheendbegins.com,conspiracy,,,
npiamerica.org,hate,bias,,
NutritionalAnarchy.com,unreliable,,,
nutritionfacts.org,reliable,,,
nymeta.co,clickbait,satire,,
nyuzer.com,unknown,,,
oann.com,political,reliable,,
oathkeepers.org,bias,,,
objectiveministries.org,satire,,,
observatorial.com,unknown,,,
observer.com,political,,,
OCCUPY.com,political,,,
occupydemocrats.com,clickbait,bias,unreliable,
occupyliberals.com,bias,clickbait,,
odgossip.com,unknown,,,N
off-guardian.org,bias,conspiracy,,
OffGridSurvival.com,conspiracy,bias,,
oftwominds.com,bias,conspiracy,,
oilgeopolitics.net,conspiracy,,,
onepoliticalplaza.com,fake,,,
onlineconservativepress.com,fake,conspiracy,bias,
opednews.com,unknown,,,N
openmagazines.com,fake,,,
openmindmagazine.com,bias,conspiracy,,
orientalreview.org,bias,conspiracy,,
other98.com,clickbait,bias,unreliable,
pakalertpress.com,fake,,,
palmerreport.com,bias,,,
pamelageller.com,conspiracy,fake,bias,
patdollar.com,bias,clickbait,,
patriotarchives.blogspot.com,unknown,,,
patriotchronicle.com,bias,clickbait,,
patriotnewsdaily.com,bias,,,
patriotnewsdaily.com,satire,,,
patriotpost.us,bias, ,,
patriotrising.com,bias,conspiracy,,
patriotupdate.com,bias,conspiracy,,
paulcraigroberts.org,bias,conspiracy,,
pjmedia.com,political,bias,,
platosguns.com,bias,conspiracy,bias,
policestateusa.com,unknown,,,
policyreview.info,unknown,,,
Politcalpiehole.com,unknown,,,
politicalblindspot.com,conspiracy,junksci,,
politicalcult.com,bias,clickbait,conspiracy,
politicalears.com,unreliable,clickbait,,
politicalo.com,fake, ,,
PoliticalPieHole.com,unknown,,,
politicalsitenews.com,fake,,,
politicaltimes.org,unknown,,,
PoliticalTracker.com,unknown,,,
politicalupdator.com,fake,clickbait,bias,
politicono.com,fake,,,
politicops.com,satire,fake,,
politicot.com,satire,fake,,
politicsbreaking.com,unknown,,,N
politicsinformation.com,unknown,,,N
politicsinfotoday.com,unknown,,,N
politicsintheusa.com,unreliable,bias,, 
politicsinusa.com,unknown,,,N
politicsusanews.com,fake,,,
politicususa.com,clickbait,unreliable,, 
pollhype.com,rumor,clickbait,bias,
powerlineblog.com,unknown,,,
powerpoliticians.com,unreliable,,,
pravda.ru,bias,rumor,conspiracy,
pravdareport.com,bias,rumor,conspiracy,
prepperwebsite.com,conspiracy,fake,,
president45donaldtrump.com,fake,,,
presidentialvoting2016.com,political,bias,unreliable,
press24.us,unknown,,,
presstv.com,bias,unreliable,,
presstv.ir,bias,unreliable,,
prisonplanet.com,conspiracy,,,
prisonplanet.com,conspiracy,,,
prisonplanet.tv,conspiracy,,,
prntly.com,fake,,,
proamericanews.com,fake,,,
progressivestoday.com,bias,,,
projectveritas.com,bias,unreliable,political,
proudcons.com,fake,bias,,
proudemocrat.com,political,,,
PublicIntelligence.net,unknown,,,
qpolitical.com,bias,clickbait,junksci,
randpaulreview.com,unknown,,,
rawforbeauty.com,junksci,,,
rawstory.com,political,clickbait,,
rawws.com,unknown,,,
rbth.com,unknown,,,
react365.com,fake,,,
readconservatives.news,bias,fake,clickbait,
readynutrition.com,unknown,conspiracy,,
reagancoalition.com,bias,fake,clickbait,
realfarmacy.com,junksci,conspiracy,,
realnewsrightnow.com,fake,satire,,
realplanetnews.com,junksci,,,
realprogress.online,unknown,,,
realtimepolitics.com,bias,unreliable,,
redcountry.us,fake,,,
redflagnews.com,bias,conspiracy,unreliable,
RedIceCreations.com,unknown,,,
redrocktribune.com,fake,,,
redstate.com,political,clickbait,,
redstatewatcher.com,bias,clickbait,,
reductress.com,satire,,,
regated.com,bias,,,
religionlo.com,satire,,,
religionmind.com,fake,,,
remedydaily.com,clickbait, ,,
rense.com,conspiracy,junksci,,
resistancereport.com,political,unreliable,,
responsibletechnology.org,junksci,,,
returnofkings.com,hate,,,
revolutions2040.com,junksci,clickbait,,
rhotv.com,fake,,,
rickwells.us,fake,conspiracy,,
rightalert.com,bias,unreliable,,
righton.com,unknown,,,
RightSideNews.com,unknown,,,
rightwingnews.com,bias,unreliable,,
rilenews.com,fake,satire,,
rinf.com,political,,,
rockcitytimes.com,satire,,,
rogue-nation3.com,fake,,,
ronpaulinstitute.org,political,,,
rumorjournal.com,fake,,,
rumormillnews.com,conspiracy,junksci,rumor,
ruptly.tv,political,,,
russia-direct.org,unknown,political,,
russia-insider.com,bias,clickbait,,
satiratribune.com,satire,,,
satirewire.com,satire,,,
scrappleface.com,satire,,,
secretsofthefed.com,conspiracy,junksci,,
sensationalisttimes.com,satire,,,
sentinelblog.com,conspiracy,junksci,,
sgtreport.com,unknown,,,
shadowproof.com,unknown,,,
ShadowStats.com,unknown,,,
shareblue.com,unreliable,political,bias,
sheepkillers.com,conspiracy,junksci,,
shiftfrequency.com,unknown,,,
shoebat.com,conspiracy,bias,,
shtfplan.com,unknown,,,
silentmajoritypatriots.com,unknown,,,
Silver-Coin-Investor. com,conspiracy,bias,unreliable,
SilverBearCafe.com,conspiracy,,,
SilverDoctors.com,conspiracy,bias,,
SilverStealers.net,conspiracy,,,
SJLendman.Blogspot.com,bias,,,
skeptiko.com,conspiracy,junksci,,
smag31.com,fake,unreliable,,
smartknowledgeu.com/blog,unknown,,,
socialeverythings.com,fake,,,
solari.com/blog,unknown,,,
sonsoflibertyradio.com,conspiracy,bias,unreliable,
sott.net,unknown,,,
sourceplanet.net,unknown,,,
southfront.org,unknown,,,
southweb.org,unknown,,,
SovereignMan.com,unreliable,,,
speciallifeentertainment.com,unknown,,,
speld.nl,satire,,,
spinzon.com,unknown,,,
sportspickle.com,satire,,,
sputniknews.com,bias,state,fake,
SRSroccoReport.com,unknown,,,
statenation.co,unknown,,,
STAWealth.com,unknown,,,
SteveQuayle.com,unknown,,,
stneotscitizen.com,satire,,,
stormcloudsgathering.com,fake,,,
strategic-culture.org,unknown,,,
stuppid.com,satire,,,
subjectpolitics.com,fake,bias,,
success-street.com,fake,clickbait,,
suggesthealthytips.com,unknown,,,
superstation95.com,unknown,,,
supremepatriot.com,fake,bias,,
surenews.com,unknown,,,
surrealscoop.com,satire,,,
SurvivalBlog.com,unknown,,,
SurvivalKnowHow.net,unknown,,,
survivopedia.com,unknown,,,
szandorblestman.com/index.php,unknown,,,
tap-news.com,unknown,,,
tdnewswire.com,unknown,,,
TDTalliance.com,fake,,,
teaparty.org,fake,unreliable,,
teapartyeconomist.com,unknown,,,
teapartytribune.com,unknown,,,
tellmenow.com,unknown,,,
TenthAmendmentCenter.com,unknown,,,
thatviralfeed.net,fake,unreliable,,
the-insider.co,fake,,,
the-newspapers.com,unknown,,,
theamericancause.org,unknown,,,
theamericanindependent.wordpress.com,fake,bias,,
theamericanmirror.com,unknown,,,
theantimedia.org,unreliable,bias,conspiracy,
TheAuReport.com,unknown,,,
theautogear.com,unknown,,,
thebeaverton.com,satire,,,
thebigriddle.com,fake,,,
theblaze.com,political,clickbait,,
thebostontribune.com,fake,,,
TheBRICSPost.com,unknown,,,
TheBrowser.com,unknown,,,
TheBurningPlatform.com,unknown,,,
thecarsmagazine.com,unknown,,,
thecivilian.co.nz,unknown,,,
thecommonsenseshow.com,fake,conspiracy,,
theconservativetreehouse.com,unknown,,,
thecontroversialfiles.net,fake,clickbait, ,
TheCroweHouse.com,unknown,,,
thedailybeast.com,political,,,
thedailybell.com,unknown,,,
TheDailyCoin.org,unknown,,,
TheDailyCrux.com,unknown,,,
thedailymash.co.uk,satire,,,
thedailysheeple.com,conspiracy,bias,,
thedailywtf.com,satire,,,
thedemocratic.site,unknown,,,
theduran.com,unreliable,,,
theearthchild.co.za,unknown,,,
theeconomiccollapseblog.com,conspiracy,bias,,
theeventchronicle.com,conspiracy,junksci,clickbait,
TheExtinctionProtocol.com,conspiracy,,,
thefederalistpapers.org,bias,conspiracy, ,
thefifthcolumnnews.com,political,,,
theforbiddenknowledge.com,conspiracy,junksci,,
thefreepatriot.org,fake,bias,clickbait,
thefreethoughtproject.com,unreliable,conspiracy,clickbait,
thegatewaypundit.com,bias,conspiracy,unreliable,
thegoldandoilguy.com/articles,unreliable,,,
thegoldwater.com,unknown,,,
thehardtimes.net,satire,,,
theineptowl.com,satire,,,
theinformedamerican.net,unreliable,,,
theintercept.com,political,,,
theinternetpost.net,fake,,,
thelastgreatstand.com,fake,conspiracy,bias,
thelastlineofdefense.org,satire,,,
thelibertybeacon.com,conspiracy,junksci,bias,
thelibertymill.com,unreliable,bias,conspiracy,
themadisonmisnomer.com,satire,,,
themideastbeast.com,satire,,,
themindunleashed.com,conspiracy,junksci,clickbait,
themindunleashed.org,conspiracy,junksci,clickbait,
themoralofthestory.us,fake,,,
themuslimissue.wordpress.com,hate,conspiracy,,
thenet24h.com,fake,,,
thenewamerican.com,bias,,,
thenewinquiry.com,unknown,,,
thenewsdoctors.com,bias,,,
TheNewsFile.com,unknown,,,
thenewsnerd.com,satire,,,
thenewyorkevening.com,fake,,,
theonion.com,satire,,,
theopenscroll.blogspot.com,unknown,,,
theorganicprepper.ca,unknown,,,
TheOutsiderClub.com,unknown,,,
theoxymoron.co.uk,unknown,,,
thepeoplescube.com,unknown,,,
ThePeoplesVoice.net,unknown,,,
thephaser.com,conspiracy,,,
thepoke.co.uk,satire,,,
thepoliticalcesspool.com,unknown,hate,,
thepoliticalinsider.com,conspiracy,bias,unreliable,
thepostemail.com,unknown,,,
theracketreport.com,fake,satire,,
therealstrategy.com,bias,conspiracy,hate,
therebel.media,unknown,,,
thereporterz.com,fake,,,
therightists.com,satire, ,,
therightplanet.com,unknown,,,
therightscoop.com,fake,clickbait,,
therightstuff.biz,hate,,,
therundownlive.com,unknown,,,
therussophile.org,unknown,,,
